11/25/22 16:11,Ivan,4631316, /start
11/25/22 16:11,Ivan,4631316, /hello
11/25/22 16:11,Ivan,4631316, /help
11/25/22 16:12,Ivan,4631316, /calc
11/25/22 16:12,Ivan,4631316, 12+34*2-45+124*3+10/2
11/25/22 16:12,Ivan,4631316, /find
11/25/22 16:12,Ivan,4631316, 15
11/25/22 16:12,Ivan,4631316, /find
11/25/22 16:12,Ivan,4631316, 10
11/25/22 16:12,Ivan,4631316, /add
11/25/22 16:12,Ivan,4631316, Ольга
11/25/22 16:12,Ivan,4631316, Гаврилова
11/25/22 16:12,Ivan,4631316, 25/06/1957
11/25/22 16:12,Ivan,4631316, 1130
11/25/22 16:13,Ivan,4631316, +7(911)123-45-67
11/25/22 16:13,Ivan,4631316, /find
11/25/22 16:13,Ivan,4631316, 11
